"","Date.and.Time.of.initial.call","Date.and.time.of.Ranger.response","Borough","Property","Location","Species.Description","Call.Source","Species.Status","Animal.Condition","Duration.of.Response","Age","Animal.Class","X311SR.Number","Final.Ranger.Action","X..of.Animals","PEP.Response","Animal.Monitored","Rehabilitator","Hours.spent.monitoring","Police.Response","ESU.Response","ACC.Intake.Number"
"519","10/12/18 14:05","10/12/18 14:15","Manhattan","Central Park","100th St Pool - Western most path paralleling CPW","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1.75,"Juvenile","small mammals-rvs","1-1-1626954528","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"44274"
"520","10/12/18 10:00","10/12/18 11:02","Brooklyn","Prospect Park","Long meadow","raccoon","Employee","Native","Unhealthy",2,"Adult","small mammals-rvs","1-1-1629613050","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"44087"
"521","10/12/18 9:00","10/12/18 9:00","Bronx","Pelham Bay Park","Tennis Courts","raccoon","Employee","Native","Unhealthy",2,"Adult","small mammals-rvs","1-1-1624804910","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"44221"
"522","10/11/18 15:15","10/11/18 15:30","Manhattan","Central Park","Bethesda Fountain, Central Park Lake","mandarin duck","Employee","Exotic","N/A",0.5,"Adult","birds","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"523","10/11/18 13:50","10/11/18 15:30","Brooklyn","Prospect Park","Behind Prospect Park Zoo on center drive","raccoon","Conservancies/""Friends of"" Groups","Native","Injured",1.5,"Adult","small mammals-rvs","1-1-1626701421","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"44197"
"524","10/11/18 12:30","10/11/18 14:10","Manhattan","Central Park","The Lake","mandarin duck","Public","Exotic","N/A",0.5,"Adult","birds","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"525","10/11/18 12:30","10/11/18 13:10","Manhattan","Central Park","The 59th St Pond","mandarin duck","Public","Exotic","N/A",1,"Adult","birds","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"526","10/10/18 8:20","10/10/18 11:20","Brooklyn","Prospect Park","Picnic House","raccoon","Employee","Native","DOA",1.5,"Adult","small mammals-rvs","","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"44087"
"527","10/9/18 17:00","10/9/18 17:00","Brooklyn","Prospect Park","3rd Street Playground","raccoon","Employee","Native","Unhealthy",1,"Adult","small mammals-rvs","","ACC",1,FALSE,FALSE,"",NA,TRUE,FALSE,"44045"
"528","10/9/18 15:00","10/10/18 13:30","Staten Island","Ocean Breeze Track & Field Athletic Complex","Behind building","nashville warbler","Employee","Native","Injured",1.5,"Adult","birds","1-1-1626701370","ACC",1,TRUE,FALSE,"",NA,FALSE,FALSE,"44106"
"529","10/10/18 12:40","10/10/18 12:45","Staten Island","Wolfe's Pond Park","Maintenance building","house sparrow","Employee","Native","Healthy",0.75,"Adult","birds","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"530","10/9/18 13:15","10/9/18 13:30","Queens","Flushing Meadows Corona Park","Parks Academy","downy woodpecker","Central","Native","Injured",3.25,"Juvenile","birds","1-1-1625631511","Rehabilitator",1,FALSE,FALSE,"Wild Bird Fund",NA,FALSE,FALSE,""
"531","10/3/18 18:00","10/4/18 12:00","Brooklyn","Marine Park","Salt Marsh Nature Trail","domestic dove","Public","Domestic","Injured",1,"Adult","domestic","1-1-1625631162","Rehabilitator",1,FALSE,FALSE,"Wild Bird Fund",NA,FALSE,FALSE,""
"532","10/7/18 11:00","10/7/18 11:30","Brooklyn","Prospect Park","Center Drive near West Drive","raccoon","Employee","Native","DOA",2,"Adult","small mammals-rvs","1-1-16277477061","Submitted for DEC Testing",1,FALSE,FALSE,"",NA,FALSE,FALSE,"43789"
"533","10/6/18 19:30","10/7/18 9:15","Brooklyn","Prospect Park","Picnic House","raccoon","Employee","Native","DOA",2,"Adult","small mammals-rvs","1-1-1625702571","Submitted for DEC Testing",1,FALSE,FALSE,"",NA,FALSE,FALSE,"43769"
"534","10/6/18 16:30","10/7/18 11:00","Bronx","Van Cortlandt Park","Van Cortlandt Lake, near Golf House","common snapping turtle","Public","Native","DOA",1.5,"Adult","terrestrial reptile or amphibian","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"535","10/5/18 0:00","10/5/18 14:00","Bronx","Van Cortlandt Park","Northern Tip of Tibbett's Brook","alligator snapping turtle","Conservancies/""Friends of"" Groups","Exotic","Healthy",1,"Adult","terrestrial reptile or amphibian","1.1.1623412770","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"1  43639"
"536","10/4/18 10:00","10/4/18 10:06","Brooklyn","Prospect Park","Picnic House","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1,"Adult","small mammals-rvs","","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"43431"
"537","10/4/18 9:05","10/4/18 9:28","Brooklyn","Prospect Park","Grand Army Plaza","raccoon","Employee","Native","Healthy",0.5,"Juvenile","small mammals-rvs","1-11-625702051","Advised/Educated others",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"538","10/3/18 10:00","10/3/18 10:40","Brooklyn","Prospect Park","Long Meadow just inside Garfield Place entrance","raccoon","Employee","Native","Healthy",1,"Juvenile","small mammals-rvs","1-1-1625098500","Monitored Animal",1,FALSE,TRUE,"",0.25,FALSE,FALSE,""
"539","10/3/18 12:05","10/3/18 12:08","Queens","Alley Pond Park","Near the Alley Pond Adventure Course","raccoon","Employee","Native","Unhealthy",2.5,"Adult","small mammals-rvs","1-1-1623412531","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"53288"
"540","10/1/18 15:45","10/1/18 15:50","Queens","Forest Park","Greenhouse boiler room","raccoon","Employee","Native","Healthy",1.5,"Adult","small mammals-rvs","1-1-1625324970","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"541","10/1/18 11:00","10/1/18 11:10","Queens","Forest Park","Golf course","raccoon","Public","Native","Healthy",0.5,"Adult","small mammals-rvs","","Unfounded",0,FALSE,FALSE,"",NA,FALSE,FALSE,""
"542","10/2/18 10:30","10/2/18 11:00","Brooklyn","Prospect Park","Picnic House","raccoon","Employee","Native","Unhealthy",2,"Adult","small mammals-rvs","1-1-1622689383","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"43193"
"543","9/30/18 18:51","10/1/18 9:11","Staten Island","Wegener Park","Annadale Road and Genesee Avenue","deer","Employee","Native","Injured",0.15,"Adult","deer","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"544","9/30/18 18:52","10/1/18 11:00","Manhattan","Morningside Park","The pond at 114th St.","mallard duck","Central","Native","Healthy",0.75,"Adult","birds","1-1-1624845122","Monitored Animal",7,FALSE,FALSE,"",NA,FALSE,FALSE,""
"545","10/1/18 9:00","10/1/18 9:10","Queens","Forest Park","Forest Park Drive towards Park Lane South.","white tailed deer","Public","Native","DOA",2,"Adult","deer","1-1-1621981811","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,TRUE,FALSE,""
"546","9/26/18 17:05","9/26/18 17:35","Brooklyn","Canarsie Park","Canarsie Park near Canarsie Pier","unknown species","Central","Native","N/A",1,"Adult","birds","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"547","9/26/18 15:00","9/26/18 16:00","Brooklyn","Shore Park and Parkway","North end near Owl's Head Park","opossum","Employee","Native","N/A",1,"Adult","small mammals-non rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"548","9/26/18 16:30","9/26/18 16:50","Brooklyn","Shore Park and Parkway","North end near Owl's Head Park","yellow crowned night heron","Observed by Ranger","Native","Unhealthy",2.5,"Juvenile","birds","","Rehabilitator",1,FALSE,FALSE,"Wild Bird Fund",NA,FALSE,FALSE,""
"549","9/30/18 10:00","9/30/18 10:15","Queens","Motor Parkway","Bell Blvd on the Overpass","raccoon","Public","Native","Unhealthy",2,"Adult","small mammals-rvs","1-1-1624558117","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"42940"
"550","9/30/18 8:55","9/30/18 8:55","Staten Island","Dongan Playground","Playground","opossum","Central","Native","Injured",1,"Adult","small mammals-non rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"551","9/29/18 10:00","9/29/18 10:08","Queens","Little Bay Park","Cross Island Parkway and Utopia Parkway","northern gannet","Employee","Native","Unhealthy",2.5,"Adult","birds","1-1-1619434610","Rehabilitator",1,FALSE,FALSE,"Wild Bird Fund",NA,FALSE,FALSE,""
"552","9/28/18 9:00","9/28/18 10:06","Manhattan","Sutton Place Park","by 57st. and waterfront","n/a","Public","N/A","N/A",0.75,"Adult","small mammals-rvs","1-1-1623805602","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"553","9/27/18 8:30","9/27/18 8:45","Brooklyn","Prospect Park","By the Picnic House on the Long Meadow","raccoon","Employee","Native","Unhealthy",3,"Adult","small mammals-rvs","","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"42660"
"554","9/26/18 13:13","9/26/18 14:51","Brooklyn","Jacob Joffe Fields","By the playground","chicken","Public","Domestic","Healthy",1.5,"Adult","domestic","","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"42611"
"555","9/26/18 15:30","9/26/18 15:40","Queens","Astoria Park","19th Street Field House","chicken","Employee","Domestic","Healthy",2.5,"Adult","domestic","1-1-1620474730","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"52333"
"556","9/26/18 11:00","9/26/18 13:45","Manhattan","Hudson Park","Pier 51","canada goose","Conservancies/""Friends of"" Groups","Native","Unhealthy",2,"Adult","birds","1-1-1620474731","Rehabilitator",1,FALSE,FALSE,"Wild Bird Fund",NA,FALSE,FALSE,""
"557","9/26/18 15:45","9/26/18 16:00","Manhattan","Central Park","Near Lasker Pool","raccoon","Public","Native","N/A",0.5,"Adult","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"558","9/26/18 11:00","9/26/18 11:20","Queens","Kissena Park","Across from St. Mary's Cemetery","unknown","Central","Native","Injured",1.5,"Adult","birds","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"559","9/26/18 9:40","9/26/18 10:00","Queens","Astoria Park","Near pool / 19th Street","chicken","Central","Domestic","N/A",1.25,"Adult","domestic","","Unfounded",0,FALSE,FALSE,"",NA,FALSE,FALSE,""
"560","9/25/18 11:35","9/25/18 11:40","Bronx","Story Playground","Middle of lawn","chicken","Central","Domestic","Unhealthy",2.5,"Adult","domestic","1-1-1620277326","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"42510"
"561","9/24/18 11:00","9/24/18 11:30","Queens","Cunningham Park","Comfort Station Near 73rd Avenue and Francis Lewis Blvd.","chicken","Employee","Domestic","Injured",1,"Juvenile","domestic","1-1-1619568601","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"42420"
"562","9/23/18 12:45","9/23/18 12:50","Queens","Southern Stables","Behind the barn","raccoon","Central","Native","",2,"Adult","small mammals-rvs","","Unfounded",0,FALSE,FALSE,"",NA,FALSE,FALSE,""
"563","9/21/18 18:30","9/22/18 10:30","Queens","Alley Pond Park","73rd Street & Springfield Avenue","raccoon","Central","Native","Injured",0.5,"Adult","small mammals-rvs","1-1-1620474184","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"564","9/21/18 9:00","9/21/18 10:30","Brooklyn","Bedford Playground","","n/a","Public","Native","N/A",1,"Adult","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"565","9/20/18 14:00","9/20/18 14:10","Manhattan","Central Park","Harlem Meer, 106 street and 5 Avenue","double crested cormorant","Conservancies/""Friends of"" Groups","Native","Unhealthy",1,"Juvenile","birds","1-1-1618901740","Rehabilitator",1,FALSE,FALSE,"Wild Bird Fund",NA,FALSE,FALSE,""
"566","9/9/18 11:55","9/20/18 11:40","Queens","Baisley Pond Park","158th Street near water","canada goose","Central","Native","Injured",1.75,"Adult","birds","1-1-1620277070","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"42056"
"567","9/20/18 11:30","9/20/18 11:35","Manhattan","Central Park","Harlem Meer","cormorant","Conservancies/""Friends of"" Groups","Native","Unhealthy",0.75,"Adult","birds","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"568","9/19/18 13:31","9/19/18 16:48","Staten Island","Willowbrook Park","Willowbrook Pond","turtle","Employee","N/A","N/A",1,"Adult","terrestrial reptile or amphibian","","Unfounded",0,FALSE,FALSE,"",NA,FALSE,FALSE,""
"569","9/19/18 14:48","9/19/18 15:00","Manhattan","Central Park","Met museum on 84st/5ave by flagpole/vendors","raccoon","Central","Native","Healthy",2,"Adult","small mammals-rvs","1-1-1617694790","Relocated/Condition Corrected",1,FALSE,TRUE,"",2,FALSE,FALSE,""
"570","9/17/18 9:15","9/17/18 9:30","Queens","PS 153","Back playground perimeter near a garbage can.","skunk","Central","Native","",1,"Adult","small mammals-rvs","","Unfounded",0,FALSE,FALSE,"",NA,FALSE,FALSE,""
"571","9/19/18 12:00","9/19/18 12:15","Manhattan","Central Park","W90th / CPW drive","raccoon","Conservancies/""Friends of"" Groups","Native","Injured",1,"Juvenile","small mammals-rvs","1-1-1619568077","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"41959"
"572","9/19/18 9:00","9/19/18 9:28","Staten Island","Conference House Park","Beach shoreline","bird of prey","Central","N/A","Injured",1,"Adult","raptors","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"573","9/17/18 12:20","9/17/18 12:20","Manhattan","Hester St. Playground","Eldridge st. & Canal st.","cooper's hawk","Public","Native","Injured",2,"Juvenile","raptors","","Rehabilitator",1,FALSE,FALSE,"Wild Bird Fund",NA,FALSE,FALSE,""
"574","9/16/18 7:00","9/16/18 9:30","Manhattan","Central Park","Arthur Ross Playground","raccoon","Central","N/A","N/A",0.75,"Adult","small mammals-rvs","1-1-1618251606","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"575","9/13/18 16:00","9/13/18 16:25","Brooklyn","Prospect Park","By Plaza Street West and Garfield Tot Spot","raccoon","Public","Native","Injured",1,"Adult","small mammals-rvs","1-1-1617125900","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"576","9/13/18 14:30","9/13/18 14:50","Manhattan","Central Park","Conservatory Water","mallard duck","Public","Native","Healthy",1,"Adult","birds","","Monitored Animal",1,FALSE,TRUE,"",1,FALSE,FALSE,""
"577","9/13/18 11:30","9/13/18 13:00","Queens","Cunningham Park","Back Parking Lot","raccoon","Central","Native","Injured",2,"Adult","small mammals-rvs","1-1-1617220980","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"578","9/13/18 10:00","9/13/18 10:20","Bronx","Pelham Bay Park","Playground For All Children","raccoon","Employee","Native","Unhealthy",1.5,"Juvenile","small mammals-rvs","1-1-1615765941","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"41389"
"579","9/13/18 9:40","9/13/18 9:40","Manhattan","Central Park","Dana Center","rock dove","Conservancies/""Friends of"" Groups","Native","Injured",0.25,"Adult","birds","","Advised/Educated others",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"580","9/11/18 11:30","9/11/18 13:15","Staten Island","Bradys Pond Park","Pond","","Employee","N/A","DOA",1.5,"Adult","fish","","Monitored Animal",7,FALSE,TRUE,"",0.5,FALSE,FALSE,""
"581","9/11/18 15:45","9/11/18 15:50","Queens","Flushing Meadows Corona Park","Avenue of Commerce between Avenue of Progress and Promenade of Industry","red tailed hawk","Employee","Native","Healthy",0.5,"Adult","raptors","","Monitored Animal",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"582","9/11/18 14:30","9/11/18 14:35","Queens","Flushing Meadows Corona Park","111th Entrance of Park","dog","Employee","Domestic","Healthy",2,"Adult","domestic","1-1-1613573802","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"50316"
"583","9/11/18 8:30","9/11/18 8:45","Manhattan","Inwood Hill Park","Dyckman Street and Staff Street","chicken","Public","Domestic","Healthy",1.5,"Adult","domestic","1-1-1615895010","Rehabilitator",1,FALSE,FALSE,"Wild Bird Fund",NA,FALSE,FALSE,""
"584","9/11/18 10:40","9/11/18 10:50","Bronx","Merriam Playground","""Rear path""","cat","Central","Domestic","",0.75,"Juvenile","domestic","1-1-1613698400","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"585","9/10/18 14:20","9/10/18 14:20","Manhattan","Chelsea Park","W 27th & 10th Ave","squirrel","Employee","Native","Healthy",2,"Infant","small mammals-rvs","1-1-1611145443","Rehabilitator",1,FALSE,TRUE,"Wild Bird Fund",0.5,FALSE,FALSE,""
"586","9/9/18 11:55","9/9/18 12:03","Queens","Baisley Pond Park","158th Street near water","canada goose","Central","Native","Injured",2,"Adult","birds","","Monitored Animal",1,FALSE,TRUE,"",1,FALSE,FALSE,""
"587","9/9/18 10:10","9/9/18 10:10","Manhattan","Playground 103 CIII","Ward's Island Bridge","raccoon","Public","Native","N/A",2,"Adult","small mammals-rvs","1-1-1615129722","Unfounded",1,FALSE,FALSE,"",0.5,FALSE,FALSE,""
"588","9/8/18 16:30","9/8/18 16:35","Staten Island","Wolfe's Pond Park","Wolf's Pond Park Main Parking Lot","banded rock pigeon","Employee","Domestic","Unhealthy",0.75,"Adult","birds","1-1-1613698091","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"41022"
"589","9/8/18 10:00","9/8/18 10:30","Brooklyn","Coffey Park","Unknown","squirrel","Central","Native","N/A",1.5,"Infant","small mammals-non rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"590","9/8/18 12:20","9/8/18 12:45","Bronx","Pelham Bay Park","BBQ area by Wilkonson Ave and Bruckner Blvd","raccoon","Central","Native","Unhealthy",2,"Adult","small mammals-rvs","1-1-1614660042","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"49903"
"591","9/7/18 16:01","9/7/18 16:10","Manhattan","Central Park","96th street playground","raccoon","Central","Native","N/A",0.75,"Adult","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"592","9/7/18 9:00","9/7/18 9:00","Manhattan","Central Park","West 92nd and Jogging Path near Reservoir","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1.5,"Adult","small mammals-rvs","1-1-1614515962","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"40849"
"593","9/7/18 23:08","9/7/18 23:10","Manhattan","Theodore Roosevelt Park","In the outdoor corridors between the museam buildings","raccoon","Central","Native","Healthy",1,"Juvenile","small mammals-rvs","1-1-1613258250","Advised/Educated others",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"594","9/6/18 14:15","9/6/18 14:25","Queens","Baisley Pond Park","Nearest cross Streets Barron St and 116 Rd, inside the handball court","dog","Central","Domestic","Unhealthy",3,"Adult","domestic","1-1-1610274844","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"595","9/6/18 14:50","9/6/18 14:50","Manhattan","Bryant Park","Outside the park on 6th Avenue and West 48th Street","coopers hawk","Other","Native","DOA",1,"Juvenile","raptors","N/A","Submitted for DEC Testing",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"596","9/6/18 13:15","9/6/18 13:30","Manhattan","Central Park","Harlem Meer","mallard duck","Conservancies/""Friends of"" Groups","Native","N/A",1,"Adult","birds","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"597","9/6/18 10:05","9/6/18 10:05","Bronx","Pelham Bay Park","Orchard Beach/ City Island Traffic Circle","white tailed deer","Central","Native","Unhealthy",2,"Infant","deer","1-1-1613258202","ACC",1,FALSE,FALSE,"",NA,TRUE,TRUE,"40789"
"598","9/6/18 10:00","9/6/18 10:40","Manhattan","Riverside Park","by bottom of stairs near the apartment","painted turtle","Central","Invasive","Healthy",1,"Adult","terrestrial reptile or amphibian","1-1-1610274843","Rehabilitator",1,FALSE,FALSE,"Wild Bird Fund",NA,FALSE,FALSE,""
"599","9/5/18 13:15","9/5/18 13:45","Manhattan","Central Park","Ramble, ~73rd street, near Bow Bridge","raccoon","Conservancies/""Friends of"" Groups","Native","",1,"Juvenile","small mammals-rvs","1-1-16135070036","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"40681"
"600","9/5/18 12:15","9/5/18 13:15","Queens","Rockaway Beach and Boardwalk","On the beach near shore. Closest Cross street is B44th st","black skimmer","Employee","Native","DOA",1,"Juvenile","birds","1-1-1613606980","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"601","9/5/18 9:15","9/5/18 9:40","Manhattan","Churchill School","Churchill School's garden","hummingbird","Public","Native","Injured",2.5,"Adult","birds","1-1-1610698451","Rehabilitator",1,FALSE,FALSE,"WBF",NA,FALSE,FALSE,""
"602","9/5/18 9:35","9/5/18 9:40","Bronx","Crotona Park","Indian Lake","green heron","Employee","Native","Injured",1.5,"Juvenile","birds","1-1-1610698450","Rehabilitator",1,FALSE,FALSE,"Wild Bird Fund",NA,FALSE,FALSE,""
"603","9/3/18 18:11","9/4/18 11:49","Brooklyn","Prospect Park","By the Audubon Center/Boathouse","swan","Central","Native","N/A",1,"Adult","birds","1-11-612693625","Unfounded",1,FALSE,TRUE,"",0.5,FALSE,FALSE,""
"604","9/4/18 14:30","9/4/18 15:50","Staten Island","Ocean Breeze Track & Field Athletic Complex","Father Capodanno and Seaview","rock dove","Employee","Native","Healthy",2.5,"Adult","birds","1-1-1613258011","ACC",1,TRUE,FALSE,"",NA,FALSE,FALSE,"40608"
"605","9/4/18 11:00","9/4/18 14:46","Staten Island","Altamont House","Boyle Ave and Beacon Ave","black racer snake","Employee","Native","DOA",4.5,"Adult","terrestrial reptile or amphibian","1-1-1613258010","Relocated/Condition Corrected",1,TRUE,FALSE,"",NA,FALSE,FALSE,""
"606","9/4/18 9:00","9/4/18 9:30","Manhattan","Central Park","Rumsey Playfield, near Central Park Mall","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1.5,"Juvenile","small mammals-rvs","1-1-1609800850","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"40543"
"607","9/3/18 15:30","9/3/18 15:45","Brooklyn","Prospect Park","Prospect Park Audubon Center","canada goose","Public","Native","Injured",1,"Adult","birds","","Monitored Animal",1,FALSE,TRUE,"",0.25,FALSE,FALSE,""
"608","9/3/18 15:30","9/3/18 16:00","Brooklyn","Shore Road Park","79th Street and Shore Road","homing pigeon","Employee","Domestic","N/A",1,"Adult","domestic","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"609","9/3/18 16:40","9/3/18 16:49","Staten Island","South Beach","Ocean Ave and Drury Ave on the beach near Lot 1.","2 black back gulls and 1 pigeon","Employee","Native","Unhealthy",3,"Adult","birds","1-1-1610326695","Relocated/Condition Corrected",3,TRUE,FALSE,"",NA,FALSE,FALSE,""
"610","9/3/18 15:00","9/3/18 15:00","Manhattan","Central Park","W 88th and Bridle Path","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1,"Juvenile","small mammals-rvs","1-1-1610326691","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"40502"
"611","9/3/18 10:42","9/3/18 10:45","Manhattan","Riverside Park","Outside of Neufeld Playground","raccoon","Employee","Native","DOA",1,"Juvenile","small mammals-rvs","1-1-1611145062","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"40497"
"612","9/3/18 9:30","9/3/18 9:47","Manhattan","Central Park","Group of Bear statue/ feildman playground","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1,"Adult","small mammals-rvs","1-1-1611145061","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"40498"
"613","9/3/18 9:30","9/3/18 9:30","Manhattan","Central Park","W 79th and Central Park Drive","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1,"Infant","small mammals-rvs","1-1-1611145060","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"40495"
"614","9/3/18 9:00","9/3/18 9:00","Manhattan","Central Park","W 96th and Central Park Drive","raccoon","Central","Native","Unhealthy",1,"Infant","small mammals-rvs","1-1-1612582131","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"40494"
"615","9/2/18 14:00","9/2/18 14:50","Manhattan","Central Park","72rd and East Drive/ Conservatory waters near food sellers","raccoon","Other","Native","Unhealthy",1,"Juvenile","small mammals-rvs","1-1-1612376942","ACC",1,FALSE,FALSE,"",NA,TRUE,FALSE,"40461"
"616","9/2/18 12:45","9/2/18 12:48","Queens","Cunningham Park","Maintenance and Operations Office by Tennis Courts","raccoon","Central","Native","Healthy",2.25,"Juvenile","small mammals-rvs","1-1-161-111-2542","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"617","9/2/18 0:00","9/2/18 10:10","Manhattan","Central Park","105th and 5th Ave","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1,"Juvenile","small mammals-rvs","1-1-1610698272","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"40413"
"618","9/2/18 9:15","9/2/18 9:40","Manhattan","Central Park","93rd st and Wesr Drive","raccoon","Conservancies/""Friends of"" Groups","Native","N/A",0.5,"Adult","small mammals-rvs","","Unfounded",1,FALSE,TRUE,"",0.5,FALSE,FALSE,""
"619","9/2/18 9:00","9/2/18 9:00","Manhattan","Central Park","79th st & W. Drive","raccoon","Other","Native","Unhealthy",1,"Adult","small mammals-rvs","1-1-1610698271","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"40412"
"620","9/2/18 9:00","9/2/18 9:25","Manhattan","Central Park","96th st. and West Drive","raccoon","Public","Native","N/A",0.5,"Adult","small mammals-rvs","1-1-1612025711","Monitored Animal",1,FALSE,TRUE,"",0.5,FALSE,FALSE,""
"621","8/16/18 17:00","9/2/18 9:30","Manhattan","Inwood Hill Park","Bolton road","deer","Other","Native","Healthy",1,"Adult","deer","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"622","9/1/18 10:15","9/1/18 10:15","Manhattan","Central Park","Southside entrance of the MET garage","raccoon","Central","Native","N/A",0.75,"Juvenile","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"623","9/1/18 7:45","9/1/18 9:40","Manhattan","Central Park","W93rd street, Wild West Playground","raccoon","Conservancies/""Friends of"" Groups","Native","N/A",0.5,"Juvenile","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"624","9/1/18 9:05","9/1/18 9:15","Manhattan","Central Park","Conservatory Garden, French Garden","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",0.75,"Adult","small mammals-rvs","","Monitored Animal",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"625","8/31/18 14:15","8/31/18 15:15","Manhattan","Central Park","Bridle Path and W. 77th St","raccoon","Conservancies/""Friends of"" Groups","Native","N/A",1,"Adult","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"626","8/31/18 10:30","8/31/18 10:31","Manhattan","Inwood Hill Park","The caves","cat","Employee","Domestic","Healthy",2,"Infant","domestic","1-1-1610698201","ACC",3,TRUE,FALSE,"",NA,TRUE,FALSE,"40180/40181/40182"
